availability,performance,quality,speed,downtime_minutes,shutdown_minutes,machine_issue,trend,current_oee,future_oee,income,loss
73.75,99.57,96.78,12,17,8,0,-1,71.06,66.85,4011,1989
74.65,71.74,96.33,9,10,22,0,-1,51.59,49.61,2976,3024
70.1,80.45,87.84,16,8,30,0,1,49.54,55.01,3300,2700
93.85,70.96,81.35,17,3,4,0,0,54.17,54.99,3299,2701
90.54,100.0,96.16,13,1,8,0,0,87.06,86.47,5188,812
81.14,68.81,80.76,17,4,22,0,1,45.09,48.43,2905,3095
84.99,81.81,96.62,10,4,22,0,1,67.18,69.9,4194,1806
78.42,81.84,95.93,10,12,15,0,0,61.57,59.77,3586,2414
67.55,69.94,99.87,9,18,20,0,0,47.18,48.41,2904,3096
70.05,91.6,97.01,11,20,13,0,0,62.25,61.55,3693,2307
83.65,100.0,98.54,13,14,2,0,-1,82.43,76.98,4618,1382
74.37,55.76,96.77,8,12,16,0,0,40.13,40.46,2427,3573
77.61,52.0,75.78,18,8,22,0,0,30.58,32.25,1935,4065
61.6,97.5,97.66,12,14,30,0,0,58.65,59.37,3562,2438
78.08,100.0,95.64,14,10,18,0,0,74.67,75.76,4545,1455
81.96,37.38,97.89,7,2,23,0,-1,29.99,21.58,1294,4706
69.87,73.32,81.66,17,11,27,0,-1,41.83,39.19,2351,3649
86.31,91.0,93.76,15,12,6,0,0,73.64,73.55,4412,1588
83.15,98.21,99.2,13,6,15,0,1,81.01,82.21,4932,1068
79.07,90.6,99.88,11,10,17,0,-1,71.55,67.4,4044,1956
68.47,83.96,85.37,16,15,25,0,-1,49.08,44.84,2690,3310
100.0,72.01,81.55,17,1,1,0,1,58.72,60.32,3619,2381
98.05,93.57,100.0,14,0,3,0,-1,91.75,86.48,5188,812
78.07,75.66,96.02,9,14,14,0,0,56.72,57.49,3449,2551
82.8,32.11,98.74,7,13,6,0,-1,26.25,21.1,1266,4734
71.2,68.21,98.2,9,20,9,0,0,47.69,47.72,2863,3137
89.53,72.82,98.8,9,8,2,0,-1,64.41,60.65,3638,2362
89.63,96.91,96.78,11,2,11,0,0,84.06,86.17,5170,830
78.55,71.45,84.28,17,20,5,0,0,47.3,48.53,2911,3089
75.46,35.2,99.03,7,12,20,0,0,26.31,24.15,1449,4551
86.38,94.05,98.36,11,7,13,0,0,79.9,80.39,4823,1177
85.59,71.99,85.39,17,2,22,0,0,52.61,52.04,3122,2878
96.45,54.21,98.81,8,0,6,0,-1,51.66,48.06,2883,3117
75.6,72.24,99.3,9,18,7,0,1,54.23,58.48,3508,2492
100.0,95.86,96.33,14,0,0,0,0,92.34,91.71,5502,498
71.48,56.67,77.52,18,10,26,0,-1,31.4,27.33,1640,4360
85.41,100.0,98.3,13,4,15,0,0,83.96,85.05,5103,897
87.87,55.39,97.78,8,7,12,0,0,47.59,48.55,2913,3087
98.64,54.45,97.52,8,3,3,0,1,52.38,55.75,3344,2656
84.65,91.63,95.55,11,4,12,0,0,74.11,73.69,4421,1579
63.16,71.34,99.29,9,20,21,0,0,44.74,43.04,2582,3418
88.03,72.83,99.43,9,2,16,0,-1,63.75,60.72,3643,2357
76.66,82.97,88.0,16,20,5,0,0,55.98,57.51,3450,2550
74.97,100.0,97.46,14,11,23,0,0,73.06,73.91,4434,1566
64.01,85.85,100.0,10,20,23,0,0,54.95,55.55,3333,2667
73.77,72.64,97.45,9,13,19,0,1,52.23,59.36,3561,2439
77.15,85.99,99.3,10,2,28,0,1,65.88,67.78,4066,1934
66.76,51.98,98.28,8,18,23,0,1,34.11,38.1,2285,3715
70.58,98.21,96.0,13,10,25,0,0,66.54,67.88,4072,1928
89.72,71.84,99.83,9,7,8,0,-1,64.35,59.9,3594,2406
69.23,80.7,98.4,10,17,19,0,0,54.98,54.94,3296,2704
74.46,82.06,88.11,16,19,9,0,1,53.83,59.69,3581,2419
81.45,53.56,77.12,18,0,27,0,-1,33.64,28.49,1709,4291
81.46,94.93,100.0,11,6,16,0,-1,77.32,72.04,4322,1678
83.26,81.27,98.72,10,12,9,0,0,66.8,65.93,3955,2045
82.73,69.53,83.83,17,1,25,0,0,48.22,47.87,2872,3128
75.46,84.22,100.0,10,15,12,0,-1,63.55,60.32,3619,2381
65.48,95.29,98.45,14,20,19,0,0,61.43,60.88,3652,2348
63.2,52.71,99.63,8,16,28,0,0,33.19,32.62,1956,4044
67.97,35.11,97.98,7,11,29,0,0,23.38,24.06,1443,4557
87.7,97.46,95.78,12,4,12,0,1,81.86,87.56,5253,747
78.14,82.06,89.09,16,13,11,0,0,57.12,57.57,3454,2546
77.96,90.96,93.14,15,5,24,0,-1,66.05,60.6,3636,2364
87.62,56.74,96.12,8,0,18,0,1,47.79,48.53,2911,3089
95.0,92.49,97.76,11,6,1,0,0,85.9,86.34,5180,820
76.23,32.56,98.51,7,12,16,0,-1,24.45,21.04,1262,4738
69.59,56.75,79.45,18,16,24,0,0,31.38,31.07,1864,4136
71.51,98.5,98.63,13,13,22,0,0,69.47,70.64,4238,1762
85.62,97.85,96.99,13,2,20,0,0,81.26,82.22,4932,1068
67.55,91.85,92.55,15,17,19,0,0,57.42,57.07,3423,2577
89.77,69.01,100.0,9,8,2,0,-1,61.95,60.58,3634,2366
75.9,93.06,92.91,15,6,25,0,0,65.62,64.96,3897,2103
75.29,68.59,96.66,9,17,10,0,1,49.91,51.84,3110,2890
64.9,73.94,84.8,17,20,21,0,0,40.69,40.66,2439,3561
92.48,70.54,80.86,17,2,9,0,0,52.75,53.15,3188,2812
71.34,54.27,77.72,18,13,23,0,1,30.09,33.42,2005,3995
93.15,83.91,96.87,10,1,7,0,0,75.71,76.07,4564,1436
86.9,56.86,97.09,8,13,3,0,0,47.97,48.47,2908,3092
65.16,100.0,97.15,14,19,19,0,1,63.3,65.16,3909,2091
92.32,66.79,85.08,17,5,3,0,0,52.46,51.12,3067,2933
79.09,34.54,100.0,7,4,22,0,-1,27.32,26.05,1562,4438
76.9,98.48,98.11,14,11,16,0,0,74.3,75.27,4516,1484
87.96,94.28,92.86,15,8,5,0,1,77.01,79.41,4764,1236
77.27,54.63,76.19,18,8,23,0,-1,32.16,26.67,1600,4400
73.88,37.24,97.11,7,10,25,0,1,26.72,29.82,1789,4211
94.57,92.17,92.64,15,2,8,0,-1,80.75,77.37,4642,1358
76.81,85.16,86.61,16,20,2,0,1,56.65,59.5,3570,2430
87.97,89.92,94.44,15,11,1,0,0,74.7,75.83,4549,1451
75.58,100.0,96.78,14,18,5,0,1,73.15,77.48,4648,1352
77.12,95.22,96.14,11,3,28,0,-1,70.6,66.92,4015,1985
95.59,53.94,79.44,18,3,7,0,1,40.96,45.82,2748,3252
79.52,37.81,97.26,7,1,27,0,1,29.24,33.28,1997,4003
90.59,84.02,99.98,10,1,15,0,-1,76.1,71.28,4276,1724
74.53,71.37,99.04,9,5,29,0,-1,52.68,46.39,2783,3217
64.11,34.97,97.78,7,17,25,0,1,21.92,27.42,1644,4356
61.89,50.9,73.48,18,20,13,1,0,23.15,22.11,1326,4674
85.08,83.11,97.1,10,10,7,0,1,68.66,70.36,4221,1779
86.76,53.85,79.36,18,10,8,0,0,37.08,37.58,2255,3745
71.59,57.37,95.03,8,18,11,0,0,39.03,38.88,2332,3668
69.77,53.64,98.59,8,16,21,0,-1,36.9,31.44,1886,4114
78.65,68.43,98.04,9,7,25,0,-1,52.77,49.13,2948,3052
86.22,32.53,99.89,7,12,2,0,-1,28.01,22.84,1370,4630
72.15,83.48,92.25,11,9,10,1,0,55.56,57.13,3427,2573
58.5,46.98,92.57,8,17,14,1,0,25.44,24.15,1449,4551
82.86,37.05,99.11,7,11,6,0,-1,30.42,26.55,1593,4407
78.32,90.74,97.77,11,19,7,0,1,69.48,72.7,4361,1639
55.19,73.56,85.54,16,15,24,1,0,34.72,34.59,2075,3925
64.49,82.16,99.95,10,17,24,0,1,52.96,58.28,3497,2503
78.87,72.22,96.78,9,0,29,0,1,55.13,60.27,3616,2384
74.36,78.56,95.78,10,17,11,0,1,55.95,59.16,3549,2451
76.98,54.44,78.76,18,0,30,0,0,33.01,33.53,2011,3989
81.12,100.0,99.18,12,0,24,0,0,80.46,79.56,4773,1227
67.95,70.28,79.62,17,12,27,0,-1,38.02,33.41,2004,3996
91.15,91.56,95.74,11,3,6,0,0,79.91,78.9,4734,1266
82.85,93.05,92.43,15,7,13,0,0,71.26,69.99,4199,1801
94.39,99.82,96.73,14,1,4,0,0,91.13,90.65,5438,562
90.66,54.37,78.19,18,8,2,0,1,38.54,38.34,2300,3700
76.46,81.98,97.63,10,16,13,0,0,61.19,61.49,3689,2311
80.24,50.94,76.67,18,11,14,0,1,31.34,36.91,2214,3786
79.56,52.19,98.6,8,18,3,0,0,40.94,42.26,2535,3465
83.44,94.13,91.46,15,4,20,0,0,71.83,72.21,4332,1668
85.3,99.28,99.84,13,2,18,0,0,84.55,83.34,5000,1000
91.5,83.28,89.9,16,1,13,0,0,68.51,69.0,4140,1860
89.27,74.05,85.33,17,4,7,0,-1,56.4,54.12,3247,2753
72.82,96.79,100.0,12,12,22,0,-1,70.48,65.3,3917,2083
79.68,98.05,97.45,12,10,14,0,0,76.13,76.94,4616,1384
91.09,92.72,98.03,11,7,2,0,1,82.79,87.76,5265,735
69.59,62.61,87.59,9,18,3,1,0,38.16,38.99,2339,3661
92.71,70.22,96.64,9,3,5,0,-1,62.91,57.31,3438,2562
82.57,100.0,99.11,12,13,3,0,0,81.83,81.43,4885,1115
66.35,92.77,91.53,15,11,30,0,1,56.34,62.07,3724,2276
80.99,98.44,100.0,14,9,14,0,-1,79.73,76.43,4585,1415
96.63,54.32,99.04,8,2,5,0,1,51.99,57.16,3429,2571
81.17,93.83,96.06,11,19,1,0,0,73.16,73.38,4403,1597
88.29,84.99,97.95,10,10,4,0,1,73.5,75.35,4520,1480
78.53,84.24,96.27,10,11,12,0,1,63.69,66.78,4006,1994
85.96,70.38,82.45,17,9,8,0,-1,49.88,44.1,2646,3354
78.54,74.29,98.78,9,0,30,0,0,57.63,58.9,3533,2467
71.05,97.52,98.77,13,14,17,0,-1,68.43,64.99,3899,2101
87.8,80.9,98.78,10,3,14,0,-1,70.16,65.08,3904,2096
96.33,72.5,98.67,9,3,0,0,0,68.91,68.91,4134,1866
90.51,33.62,99.38,7,7,4,0,0,30.24,30.93,1855,4145
81.99,83.49,98.0,10,12,11,0,0,67.08,67.68,4060,1940
55.65,74.96,83.09,17,20,30,0,0,34.67,33.04,1982,4018
83.76,70.92,85.27,17,2,18,0,0,50.65,51.06,3063,2937
70.46,82.31,86.94,16,8,29,0,0,50.42,50.07,3004,2996
87.31,48.87,94.33,8,0,2,1,0,40.25,38.66,2319,3681
68.92,82.46,96.53,10,20,14,0,0,54.86,56.66,3399,2601
80.06,71.6,98.39,9,2,28,0,0,56.4,56.05,3363,2637
95.48,100.0,96.1,12,3,1,0,-1,91.75,87.52,5251,749
60.99,30.0,93.64,7,5,29,1,0,17.13,14.43,865,5135
68.13,80.34,88.16,16,13,26,0,-1,48.26,43.26,2595,3405
93.57,100.0,98.22,14,0,12,0,-1,91.9,87.09,5225,775
84.4,71.55,95.64,9,11,6,0,0,57.75,57.83,3470,2530
86.26,68.98,96.12,9,8,8,0,1,57.19,61.19,3671,2329
84.03,69.27,99.16,9,1,19,0,0,57.72,57.9,3473,2527
78.07,85.67,86.32,16,19,7,0,-1,57.74,54.31,3258,2742
67.28,99.8,97.76,14,13,28,0,1,65.64,71.03,4261,1739
94.22,30.41,97.93,7,2,8,0,-1,28.07,24.14,1448,4552
81.1,100.0,98.06,13,6,20,0,0,79.52,79.18,4750,1250
77.75,92.0,92.89,15,7,20,0,0,66.44,67.44,4046,1954
93.15,93.98,91.4,15,0,12,0,0,80.02,81.68,4900,1100
76.43,51.88,78.38,18,11,15,0,1,31.08,34.55,2073,3927
68.0,98.59,100.0,14,11,29,0,0,67.04,67.52,4051,1949
77.44,85.28,87.94,16,16,10,0,-1,58.07,55.56,3333,2667
92.82,73.04,96.93,9,0,10,0,1,65.71,68.6,4115,1885
92.29,34.35,98.31,7,8,1,0,0,31.17,30.67,1840,4160
76.16,97.85,98.62,14,16,11,0,0,73.5,73.78,4426,1574
91.11,83.63,88.12,16,7,5,0,0,67.14,68.74,4124,1876
78.3,54.98,98.36,8,7,21,0,1,42.34,45.71,2742,3258
82.64,88.49,91.57,15,1,24,0,0,66.96,68.78,4126,1874
62.85,81.42,100.0,10,18,27,0,1,51.17,56.28,3376,2624
68.38,100.0,97.63,13,11,29,0,0,66.75,66.38,3983,2017
76.63,63.39,84.95,9,5,7,1,1,41.26,46.35,2780,3220
67.05,56.37,77.87,18,11,29,0,0,29.43,28.98,1738,4262
84.3,86.6,90.31,16,0,22,0,1,65.93,72.3,4338,1662
77.78,81.99,84.47,16,18,4,0,0,53.87,55.54,3332,2668
74.43,85.19,87.44,16,6,26,0,-1,55.44,48.19,2891,3109
75.44,93.99,95.86,14,17,9,0,0,67.97,68.15,4089,1911
81.35,68.24,98.0,9,15,1,0,1,54.4,56.22,3373,2627
74.8,84.91,99.12,10,19,7,0,0,62.96,62.36,3741,2259
71.26,35.18,97.74,7,16,15,0,-1,24.5,22.06,1323,4677
74.77,84.02,88.58,16,6,25,0,0,55.65,54.47,3268,2732
73.73,70.68,97.05,9,10,22,0,0,50.58,50.01,3000,3000
92.96,72.07,98.14,9,10,1,0,0,65.75,66.23,3973,2027
81.72,33.69,98.05,7,4,18,0,0,26.99,25.27,1516,4484
79.43,54.41,77.07,18,4,24,0,0,33.31,34.21,2052,3948
68.0,55.51,97.98,8,16,27,0,0,36.99,38.02,2281,3719
89.51,95.56,98.61,12,2,11,0,1,84.35,89.83,5389,611
73.38,69.4,83.83,17,12,18,0,-1,42.69,39.55,2373,3627
87.48,92.71,96.91,11,10,4,0,0,78.6,78.41,4704,1296
67.29,74.81,97.05,9,13,25,0,0,48.85,48.76,2925,3075
69.13,72.1,81.94,17,15,20,0,0,40.84,40.3,2418,3582
71.42,87.51,94.94,12,5,22,1,1,59.34,65.27,3915,2085
63.1,53.04,77.21,18,19,25,0,1,25.84,28.56,1713,4287
64.69,70.97,84.1,17,18,26,0,0,38.61,37.88,2273,3727
81.05,72.81,99.2,9,12,9,0,-1,58.54,55.51,3330,2670
91.89,93.26,99.07,11,4,5,0,0,84.9,85.2,5112,888
78.26,58.43,76.45,18,0,30,0,-1,34.96,29.87,1792,4208
71.48,83.52,87.8,16,12,27,0,-1,52.42,44.74,2684,3316
82.39,80.82,81.01,16,1,5,1,0,53.94,53.62,3217,2783
71.65,85.72,85.31,16,10,29,0,0,52.4,53.48,3208,2792
78.45,85.21,86.0,16,7,20,0,0,57.48,58.66,3519,2481
75.2,80.29,88.14,16,3,29,0,0,53.22,55.03,3301,2699
93.0,98.39,99.68,14,4,10,0,-1,91.21,86.46,5187,813
82.29,84.87,97.13,10,11,10,0,1,67.84,70.44,4226,1774
62.3,54.9,100.0,8,20,23,0,0,34.2,35.37,2121,3879
86.48,100.0,100.0,12,14,0,0,1,86.48,87.59,5255,745
89.88,82.46,96.12,10,2,11,0,0,71.24,70.68,4241,1759
80.87,92.68,98.88,11,3,23,0,0,74.11,75.07,4504,1496
89.65,34.6,99.15,7,1,12,0,0,30.76,30.23,1814,4186
78.93,83.04,89.05,14,13,5,1,0,58.36,58.13,3487,2513
67.59,100.0,99.31,13,15,28,0,0,67.12,69.2,4152,1848
70.6,95.06,90.9,13,11,17,1,0,61.01,58.28,3497,2503
77.96,100.0,99.71,13,3,26,0,0,77.74,78.14,4688,1312
66.26,98.85,95.95,14,18,20,0,0,62.85,62.32,3739,2261
91.91,73.65,80.64,17,7,5,0,0,54.59,53.65,3219,2781
81.65,97.37,98.69,14,2,25,0,0,78.46,76.94,4616,1384
91.02,35.01,96.09,7,9,0,0,1,30.62,32.75,1964,4036
92.58,55.65,98.21,8,2,10,0,1,50.6,51.55,3093,2907
81.83,100.0,100.0,13,5,23,0,-1,81.83,80.13,4807,1193
77.05,53.12,97.42,8,10,19,0,-1,39.88,33.73,2023,3977
92.71,96.33,95.94,14,0,13,0,0,85.68,86.86,5211,789
82.9,75.32,83.84,17,5,19,0,0,52.35,52.19,3131,2869
93.13,98.7,97.54,13,5,1,0,0,89.65,87.55,5252,748
85.88,56.73,97.28,8,10,6,0,0,47.4,49.07,2944,3056
72.61,80.37,100.0,10,13,22,0,0,58.36,58.29,3497,2503
77.07,92.55,93.15,15,17,8,0,0,66.44,66.14,3968,2032
81.8,70.9,79.45,17,9,9,0,1,46.08,49.38,2962,3038
77.37,33.3,99.59,7,12,18,0,-1,25.66,21.03,1261,4739
94.04,99.57,97.35,14,4,1,0,0,91.15,90.31,5418,582
81.21,89.11,87.66,12,0,13,1,0,63.44,64.06,3843,2157
73.89,51.45,96.93,8,9,26,0,-1,36.85,31.51,1890,4110
81.42,84.85,88.15,16,15,6,0,1,60.9,60.81,3648,2352
80.25,83.81,97.3,10,5,20,0,0,65.44,66.97,4018,1982
88.74,94.2,99.18,11,2,15,0,0,82.91,83.84,5030,970
70.45,54.27,96.83,8,9,25,0,0,37.02,38.19,2291,3709
72.72,100.0,97.97,13,15,15,0,0,71.24,70.46,4227,1773
90.02,72.57,84.78,17,8,2,0,0,55.38,53.49,3209,2791
73.55,72.03,81.86,17,17,12,0,0,43.37,42.92,2575,3425
69.7,71.4,100.0,9,11,28,0,-1,49.77,47.98,2878,3122
88.94,70.05,100.0,9,14,1,0,0,62.3,61.88,3712,2288
76.06,93.79,100.0,11,14,14,0,0,71.34,72.1,4325,1675
67.33,85.71,95.06,11,7,26,1,-1,54.86,52.43,3145,2855
77.26,34.39,98.02,7,4,24,0,0,26.04,26.61,1596,4404
93.93,51.52,79.66,18,3,2,0,0,38.55,36.28,2176,3824
71.48,68.96,82.91,17,11,25,0,0,40.87,40.82,2449,3551
68.64,96.18,93.37,15,13,24,0,0,61.64,62.36,3741,2259
80.71,84.36,86.6,16,7,17,0,0,58.96,57.97,3477,2523
68.52,33.91,99.05,7,12,26,0,1,23.02,26.48,1588,4412
69.52,89.86,93.5,15,15,18,0,-1,58.41,52.15,3129,2871
90.68,100.0,97.88,14,9,2,0,0,88.75,89.4,5364,636
90.78,100.0,98.58,13,1,16,0,0,89.49,90.85,5450,550
66.28,82.49,89.31,16,16,25,0,1,48.83,53.19,3191,2809
94.17,82.13,85.42,16,4,3,0,-1,66.07,60.51,3630,2370
75.36,97.75,100.0,14,5,30,0,1,73.66,78.89,4733,1267
91.08,85.34,96.84,10,6,4,0,-1,75.27,74.46,4467,1533
85.75,54.92,99.87,8,13,6,0,-1,47.04,39.99,2399,3601
79.1,71.17,78.57,17,4,26,0,0,44.23,43.59,2615,3385
85.18,82.96,86.76,16,8,10,0,0,61.32,60.26,3615,2385
95.61,53.97,77.31,18,2,2,0,0,39.89,40.23,2414,3586
76.13,100.0,96.42,13,17,12,0,0,73.41,72.44,4346,1654
71.44,88.91,91.32,15,10,27,0,0,58.0,59.54,3572,2428
74.73,89.18,98.95,11,16,14,0,0,65.95,65.83,3949,2051
69.11,36.62,99.77,7,19,18,0,-1,25.25,21.56,1293,4707
92.31,100.0,100.0,13,3,13,0,-1,92.31,91.11,5466,534
69.76,84.4,87.95,16,18,18,0,1,51.78,55.08,3304,2696
83.5,55.82,99.28,8,3,18,0,0,46.28,45.37,2722,3278
70.87,52.42,96.65,8,9,27,0,0,35.91,37.33,2239,3761
68.65,95.16,94.97,15,11,28,0,-1,62.03,59.25,3555,2445
67.71,100.0,96.86,13,20,15,0,1,65.59,70.54,4232,1768
97.06,99.73,100.0,14,1,5,0,1,96.79,99.43,5965,35
68.01,71.32,97.41,9,19,19,0,-1,47.25,40.62,2436,3564
91.3,100.0,98.86,13,1,12,0,0,90.25,90.65,5439,561
91.83,96.61,97.63,12,7,1,0,1,86.61,91.91,5514,486
88.53,93.43,98.66,11,11,0,0,1,81.6,85.78,5147,853
83.44,92.11,98.07,11,9,8,0,1,75.37,78.9,4734,1266
78.67,57.73,77.05,18,3,27,0,1,35.0,38.48,2308,3692
69.04,92.43,96.84,11,14,24,0,1,61.8,68.76,4125,1875
70.89,95.16,99.58,11,13,19,0,0,67.17,67.27,4036,1964
97.23,67.67,84.17,17,2,6,0,0,55.39,54.48,3268,2732
73.67,97.7,97.36,14,6,29,0,-1,70.08,64.77,3886,2114
65.51,56.08,77.51,18,15,24,0,0,28.47,27.3,1638,4362
70.86,89.95,93.69,15,11,26,0,0,59.72,58.8,3527,2473
65.34,35.08,95.73,7,16,25,0,-1,21.95,19.94,1196,4804
75.74,94.38,95.33,11,16,12,0,0,68.14,69.64,4178,1822
65.56,70.23,99.86,9,16,28,0,1,45.98,50.0,3000,3000
72.8,73.24,96.42,9,6,28,0,-1,51.41,45.03,2701,3299
91.37,32.5,97.09,7,7,1,0,-1,28.84,24.98,1498,4502
77.14,86.51,86.78,12,6,8,1,0,57.92,57.55,3452,2548
75.35,99.88,99.93,12,14,16,0,0,75.21,74.1,4445,1555
61.75,99.89,98.04,13,20,29,0,0,60.47,61.36,3681,2319
96.16,55.7,97.46,8,0,7,0,0,52.2,52.82,3169,2831
72.94,95.18,98.03,12,15,19,0,-1,68.06,61.99,3719,2281
70.84,96.05,97.37,14,18,17,0,0,66.25,63.04,3782,2218
85.63,95.21,98.6,12,11,5,0,1,80.39,87.39,5243,757
90.39,92.65,95.7,11,2,9,0,0,80.15,80.94,4856,1144
86.1,35.32,99.39,7,12,1,0,0,30.22,31.7,1902,4098
65.56,74.77,95.57,9,18,24,0,0,46.84,45.89,2753,3247
78.18,84.24,99.47,10,7,20,0,1,65.51,68.31,4098,1902
77.72,84.98,97.59,10,8,20,0,1,64.46,69.24,4154,1846
87.62,35.94,96.07,7,0,15,0,0,30.26,28.96,1737,4263
76.45,70.17,100.0,9,20,5,0,0,53.64,54.96,3297,2703
97.99,83.89,89.78,16,0,7,0,-1,73.8,71.1,4266,1734
71.01,94.07,99.73,11,20,8,0,0,66.62,65.09,3905,2095
68.56,100.0,97.79,13,12,27,0,0,67.05,66.52,3991,2009
79.31,96.41,96.29,12,14,8,0,0,73.62,73.78,4426,1574
78.93,84.78,95.4,10,14,9,0,1,63.84,67.42,4045,1955
75.97,82.62,85.77,16,12,18,0,0,53.83,53.18,3191,2809
86.98,53.52,97.61,8,0,16,0,0,45.45,45.39,2723,3277
77.29,70.46,83.97,17,11,17,0,-1,45.72,41.7,2501,3499
86.04,85.91,88.56,16,9,9,0,-1,65.46,60.49,3629,2371
91.63,99.82,98.17,14,2,10,0,1,89.79,95.97,5758,242
70.84,69.85,81.99,17,10,27,0,0,40.57,42.0,2520,3480
76.37,92.07,97.04,11,8,20,0,0,68.24,68.55,4113,1887
73.63,54.32,77.98,18,20,9,0,0,31.19,30.77,1846,4154
84.32,81.89,99.65,10,4,16,0,0,68.81,69.47,4168,1832
80.53,81.99,97.26,10,1,25,0,0,64.22,63.55,3813,2187
74.27,83.98,88.8,16,12,21,0,0,55.39,54.24,3254,2746
78.61,96.42,99.07,12,4,23,0,0,75.09,74.12,4447,1553
68.19,38.29,97.5,7,20,15,0,0,25.46,24.33,1460,4540
71.72,91.26,98.15,11,8,29,0,1,64.24,65.85,3950,2050
86.73,100.0,95.35,13,1,18,0,0,82.7,82.29,4937,1063
60.72,52.64,77.64,18,18,26,0,0,24.81,25.96,1557,4443
74.23,87.14,98.86,10,10,23,0,-1,63.95,59.72,3583,2417
68.14,73.43,79.92,17,17,20,0,0,39.99,39.31,2358,3642
77.17,99.45,97.84,14,11,16,0,-1,75.08,70.34,4220,1780
78.34,70.13,99.41,9,17,5,0,-1,54.62,52.2,3132,2868
78.94,99.04,97.16,14,4,23,0,0,75.96,75.43,4525,1475
65.9,96.11,99.06,11,17,24,0,-1,62.73,57.89,3473,2527
74.3,72.97,84.52,17,10,20,0,0,45.83,46.48,2788,3212
85.01,56.09,97.97,8,7,11,0,-1,46.71,42.84,2570,3430
68.14,91.18,99.13,11,13,25,0,-1,61.59,56.18,3370,2630
80.27,95.74,98.82,12,8,18,0,1,75.94,78.46,4707,1293
86.34,54.27,100.0,8,15,1,0,-1,46.86,39.33,2359,3641
49.75,76.58,78.19,16,18,30,1,0,29.79,30.5,1830,4170
86.89,83.8,88.18,16,2,15,0,-1,64.21,56.98,3418,2582
82.17,93.84,93.32,15,3,27,0,0,71.95,72.56,4353,1647
75.85,72.4,83.58,17,12,16,0,1,45.9,48.28,2896,3104
94.29,37.98,98.03,7,4,4,0,1,35.11,41.4,2483,3517
75.62,96.75,98.08,12,13,18,0,1,71.75,77.45,4647,1353
86.89,95.6,99.97,14,4,10,0,0,83.05,83.76,5025,975
80.4,54.94,81.9,18,5,24,0,-1,36.18,32.13,1927,4073
77.84,97.79,97.56,12,20,5,0,0,74.26,74.71,4482,1518
80.86,96.16,97.66,12,20,1,0,1,75.94,77.01,4620,1380
77.36,98.01,98.29,11,6,24,0,0,74.53,74.59,4475,1525
65.11,73.46,98.17,9,18,24,0,0,46.95,46.16,2769,3231
67.61,73.59,95.99,9,15,25,0,-1,47.76,42.38,2542,3458
82.92,51.33,96.75,8,4,19,0,-1,41.18,36.76,2205,3795
78.66,98.89,98.64,13,12,13,0,-1,76.73,72.59,4355,1645
100.0,99.64,98.23,13,0,1,0,0,97.88,97.48,5849,151
77.03,91.01,92.33,15,6,23,0,1,64.73,68.45,4107,1893
72.46,35.77,99.44,7,10,24,0,0,25.77,26.94,1616,4384
93.91,92.36,93.29,15,6,0,0,-1,80.91,75.06,4503,1497
89.06,70.66,83.33,17,7,7,0,0,52.44,51.61,3096,2904
82.29,54.28,77.91,18,11,9,0,1,34.79,36.86,2211,3789
73.79,100.0,96.66,13,16,18,0,1,71.33,74.62,4477,1523
91.72,54.35,100.0,8,1,9,0,1,49.85,55.34,3320,2680
69.2,96.49,96.19,14,16,19,0,0,64.23,63.34,3800,2200
83.98,93.1,90.88,15,10,13,0,0,71.05,70.41,4224,1776
90.29,72.82,81.27,17,4,10,0,0,53.43,54.16,3249,2751
76.5,96.4,100.0,14,11,24,0,0,73.74,73.39,4403,1597
73.13,84.6,96.02,10,5,30,0,-1,59.4,53.54,3212,2788
95.31,100.0,99.76,13,0,7,0,1,95.08,96.32,5779,221
78.15,73.32,96.21,9,6,23,0,1,55.13,56.2,3372,2628
90.0,91.7,95.0,15,5,3,0,1,78.4,81.74,4904,1096
88.59,70.23,80.77,17,1,12,0,1,50.25,54.63,3277,2723
71.37,92.66,98.13,11,17,19,0,0,64.89,64.61,3876,2124
80.8,36.33,97.68,7,19,1,0,1,28.67,33.86,2031,3969
98.89,70.29,81.97,17,0,1,0,-1,56.97,52.68,3160,2840
79.57,100.0,96.12,13,14,12,0,1,76.47,80.26,4815,1185
68.24,93.08,98.47,11,15,22,0,0,62.55,61.07,3663,2337
78.34,73.92,97.72,9,6,22,0,0,56.58,57.43,3446,2554
82.24,70.63,80.04,17,20,0,0,0,46.5,46.78,2807,3193
70.13,93.69,98.62,11,13,21,0,-1,64.8,61.45,3687,2313
80.16,92.82,90.88,15,8,19,0,1,67.62,73.02,4381,1619
62.83,56.57,91.13,9,13,26,1,0,32.39,34.49,2069,3931
70.16,56.56,100.0,8,16,23,0,-1,39.68,34.73,2083,3917
78.9,90.67,98.44,11,3,25,0,-1,70.42,68.31,4098,1902
75.38,85.41,98.28,10,19,6,0,0,63.28,63.32,3799,2201
78.71,91.11,94.98,11,16,6,0,0,68.11,68.24,4094,1906
79.33,98.16,96.8,12,13,9,0,0,75.38,75.61,4536,1464
87.79,70.61,97.46,9,1,17,0,-1,60.41,56.61,3396,2604
78.48,85.99,98.92,10,15,10,0,0,66.75,65.43,3926,2074
100.0,87.66,97.27,10,0,0,0,-1,85.27,80.63,4838,1162
