timestamp,rpm,availability,performance,quality,current_oee,downtime_minutes,target_oee_30m,target_oee_1h,target_oee_2h,target_oee_6h,target_oee_8h
2026-01-02 17:20:00,342.9,90.49,80.87,85.13,62.29,0.0,60.92,60.42,56.31,58.59,57.72
2026-01-02 17:21:00,340.3,90.99,80.66,85.32,62.62,0.0,60.86,60.19,56.46,59.03,57.76
2026-01-02 17:22:00,340.1,91.19,80.6,85.31,62.7,0.0,60.91,60.32,56.73,59.53,57.86
2026-01-02 17:23:00,342.7,90.8,80.73,85.4,62.6,0.0,60.77,60.28,56.71,59.28,57.25
2026-01-02 17:24:00,341.1,90.9,80.95,85.3,62.77,0.0,61.4,60.55,57.09,59.2,56.98
2026-01-02 17:25:00,338.1,90.89,80.83,85.5,62.81,0.0,60.77,60.41,57.46,59.23,57.43
2026-01-02 17:26:00,338.5,90.56,80.47,85.39,62.23,0.0,60.54,60.58,57.55,59.13,57.92
2026-01-02 17:27:00,340.3,90.3,80.41,85.17,61.85,0.0,60.55,60.42,57.55,58.89,57.94
2026-01-02 17:28:00,338.0,90.29,80.58,85.07,61.9,0.0,60.73,60.11,57.72,59.32,58.33
2026-01-02 17:29:00,340.6,90.13,80.88,85.17,62.09,0.0,61.1,59.67,57.44,59.11,58.16
2026-01-02 17:30:00,341.9,89.61,80.91,85.11,61.71,0.0,60.99,59.59,57.34,59.37,58.67
2026-01-02 17:31:00,343.9,89.75,81.18,85.11,62.01,0.0,61.01,59.18,57.46,59.19,58.31
2026-01-02 17:32:00,346.4,89.93,80.89,84.96,61.8,0.0,61.47,59.7,57.3,59.15,58.34
2026-01-02 17:33:00,346.7,90.24,80.85,84.89,61.94,0.0,60.94,59.72,57.82,59.43,58.3
2026-01-02 17:34:00,348.2,90.1,80.76,84.74,61.66,0.0,61.02,60.22,58.04,59.11,57.67
2026-01-02 17:35:00,347.5,89.78,80.88,84.7,61.5,0.0,60.93,60.43,58.66,59.18,57.31
2026-01-02 17:36:00,350.0,90.11,80.35,84.64,61.28,0.0,60.54,60.29,58.7,58.74,56.9
2026-01-02 17:37:00,347.9,90.11,80.31,84.58,61.21,0.0,60.99,60.63,58.98,58.64,56.56
2026-01-02 17:38:00,348.4,89.84,80.07,84.45,60.75,0.0,60.66,60.55,58.97,58.34,56.3
2026-01-02 17:39:00,350.1,89.95,80.02,84.73,60.99,0.0,60.59,60.2,59.01,58.28,56.16
2026-01-02 17:40:00,347.5,89.55,80.26,84.55,60.76,0.0,60.76,59.66,58.75,58.91,56.43
2026-01-02 17:41:00,347.7,89.51,80.48,84.51,60.88,0.0,60.41,59.28,58.75,59.19,56.56
2026-01-02 17:42:00,350.6,89.83,80.45,84.58,61.13,0.0,60.24,59.29,58.89,58.85,56.93
2026-01-02 17:43:00,352.9,89.71,80.6,84.42,61.04,0.0,60.17,59.3,58.87,58.8,56.87
2026-01-02 17:44:00,354.9,89.76,81.03,83.96,61.06,0.0,60.2,59.49,59.38,59.05,57.24
2026-01-02 17:45:00,357.0,89.74,81.16,83.54,60.84,0.0,60.73,59.79,58.71,59.53,57.31
2026-01-02 17:46:00,355.9,90.36,80.52,83.56,60.8,0.0,60.69,59.94,58.5,59.51,56.93
2026-01-02 17:47:00,357.4,90.67,80.56,83.17,60.75,0.0,60.07,59.8,58.65,59.87,57.59
2026-01-02 17:48:00,359.5,90.74,80.14,83.24,60.53,0.0,59.86,59.85,58.51,59.5,57.5
2026-01-02 17:49:00,360.3,91.04,80.01,83.68,60.95,0.0,59.98,59.64,58.05,59.48,58.06
2026-01-02 17:50:00,357.9,90.93,80.08,83.67,60.92,0.0,60.42,59.47,58.25,59.09,58.5
2026-01-02 17:51:00,359.7,90.77,79.85,83.97,60.86,0.0,60.19,59.14,58.8,59.41,58.58
2026-01-02 17:52:00,361.3,90.37,79.87,84.39,60.91,0.0,60.32,59.18,58.87,59.54,58.86
2026-01-02 17:53:00,363.1,90.05,79.83,84.54,60.77,0.0,60.28,58.97,59.05,59.11,58.77
2026-01-02 17:54:00,364.9,90.08,80.38,84.79,61.4,0.0,60.55,58.8,59.15,58.61,58.81
2026-01-02 17:55:00,367.5,89.52,80.15,84.69,60.77,0.0,60.41,59.06,58.53,58.63,59.23
2026-01-02 17:56:00,367.0,88.92,80.45,84.63,60.54,0.0,60.58,58.95,58.81,58.36,58.61
2026-01-02 17:57:00,365.1,88.79,80.46,84.75,60.55,0.0,60.42,58.7,59.24,58.33,58.89
2026-01-02 17:58:00,365.8,89.23,80.4,84.65,60.73,0.0,60.11,58.41,59.86,57.91,58.99
2026-01-02 17:59:00,366.6,89.83,80.76,84.23,61.1,0.0,59.67,58.49,59.68,57.89,58.68
2026-01-02 18:00:00,365.1,89.94,80.4,84.34,60.99,0.0,59.59,58.7,59.68,58.24,58.67
2026-01-02 18:01:00,363.1,90.05,80.58,84.09,61.01,0.0,59.18,58.07,59.54,57.85,58.48
2026-01-02 18:02:00,361.7,90.56,80.82,83.98,61.47,0.0,59.7,58.05,60.02,57.85,58.03
2026-01-02 18:03:00,363.3,90.37,80.31,83.98,60.94,0.0,59.72,58.33,60.26,57.87,58.34
2026-01-02 18:04:00,364.6,90.36,80.54,83.84,61.02,0.0,60.22,57.7,60.29,57.35,58.06
2026-01-02 18:05:00,367.6,90.34,80.3,83.99,60.93,0.0,60.43,57.35,60.15,56.96,57.9
2026-01-02 18:06:00,369.1,90.52,80.12,83.48,60.54,0.0,60.29,57.31,60.29,57.09,57.55
2026-01-02 18:07:00,369.7,90.46,80.22,84.06,60.99,0.0,60.63,57.14,60.26,57.53,57.58
2026-01-02 18:08:00,368.3,90.23,80.05,83.98,60.66,0.0,60.55,57.4,60.42,57.09,57.7
2026-01-02 18:09:00,366.0,90.59,79.84,83.77,60.59,0.0,60.2,56.97,60.41,57.11,57.88
2026-01-02 18:10:00,368.1,90.66,79.98,83.8,60.76,0.0,59.66,56.57,60.45,57.13,57.97
2026-01-02 18:11:00,369.2,90.62,79.6,83.75,60.41,0.0,59.28,56.73,60.68,57.5,58.08
2026-01-02 18:12:00,366.2,90.63,79.49,83.62,60.24,0.0,59.29,56.8,60.57,57.71,57.82
2026-01-02 18:13:00,365.8,90.29,79.48,83.85,60.17,0.0,59.3,56.77,60.02,58.18,58.18
2026-01-02 18:14:00,364.6,90.79,79.16,83.77,60.2,0.0,59.49,56.65,60.06,58.38,58.12
2026-01-02 18:15:00,363.9,91.02,79.8,83.6,60.73,0.0,59.79,56.26,60.51,58.58,57.72
2026-01-02 18:16:00,364.5,90.66,79.93,83.75,60.69,0.0,59.94,56.3,60.16,58.73,57.72
2026-01-02 18:17:00,364.9,90.24,79.51,83.72,60.07,0.0,59.8,56.58,60.11,59.08,58.08
2026-01-02 18:18:00,365.5,90.26,79.22,83.71,59.86,0.0,59.85,56.77,60.16,58.92,57.93
2026-01-02 18:19:00,364.2,90.29,79.52,83.54,59.98,0.0,59.64,56.27,59.67,58.81,57.66
2026-01-02 18:20:00,365.4,90.24,79.78,83.92,60.42,0.0,59.47,56.31,60.39,59.23,57.97
2026-01-02 18:21:00,365.5,90.83,79.36,83.5,60.19,0.0,59.14,56.46,60.69,58.96,57.99
2026-01-02 18:22:00,365.2,91.06,79.23,83.61,60.32,0.0,59.18,56.73,60.21,58.65,57.52
2026-01-02 18:23:00,364.0,90.71,79.58,83.52,60.28,0.0,58.97,56.71,59.9,58.9,58.04
2026-01-02 18:24:00,365.5,90.79,79.63,83.75,60.55,0.0,58.8,57.09,60.13,58.51,57.62
2026-01-02 18:25:00,364.6,90.96,79.23,83.82,60.41,0.0,59.06,57.46,59.82,58.5,57.55
2026-01-02 18:26:00,367.5,90.96,78.98,84.33,60.58,0.0,58.95,57.55,59.6,58.53,57.76
2026-01-02 18:27:00,367.5,90.75,79.07,84.2,60.42,0.0,58.7,57.55,60.08,58.36,57.53
2026-01-02 18:28:00,364.9,90.68,79.06,83.85,60.11,0.0,58.41,57.72,59.91,58.56,56.53
2026-01-02 18:29:00,366.6,90.05,79.01,83.88,59.67,0.0,58.49,57.44,59.91,58.14,56.39
2026-01-02 18:30:00,365.3,89.79,79.09,83.9,59.59,0.0,58.7,57.34,59.37,58.36,56.58
2026-01-02 18:31:00,362.9,89.75,78.65,83.83,59.18,0.0,58.07,57.46,59.35,57.8,56.62
2026-01-02 18:32:00,365.9,89.96,79.0,84.0,59.7,0.0,58.05,57.3,59.28,58.16,56.81
2026-01-02 18:33:00,367.5,90.38,79.05,83.59,59.72,0.0,58.33,57.82,59.56,58.28,57.06
2026-01-02 18:34:00,367.9,90.63,79.45,83.63,60.22,0.0,57.7,58.04,59.19,58.88,57.49
2026-01-02 18:35:00,370.8,91.06,79.3,83.68,60.43,0.0,57.35,58.66,58.56,58.73,57.82
2026-01-02 18:36:00,370.0,90.98,79.27,83.59,60.29,0.0,57.31,58.7,58.52,58.25,57.96
2026-01-02 18:37:00,370.7,90.67,79.64,83.96,60.63,0.0,57.14,58.98,58.31,58.03,57.72
2026-01-02 18:38:00,371.3,90.47,79.34,84.36,60.55,0.0,57.4,58.97,58.31,58.43,57.59
2026-01-02 18:39:00,371.2,89.96,79.15,84.55,60.2,0.0,56.97,59.01,58.22,58.1,58.03
2026-01-02 18:40:00,370.0,90.19,78.59,84.18,59.66,0.0,56.57,58.75,57.83,57.59,58.3
2026-01-02 18:41:00,372.9,89.68,78.53,84.17,59.28,0.0,56.73,58.75,58.09,57.46,58.85
2026-01-02 18:42:00,373.5,89.97,78.47,83.98,59.29,0.0,56.8,58.89,57.44,57.84,59.19
2026-01-02 18:43:00,376.2,89.44,78.77,84.17,59.3,0.0,56.77,58.87,57.62,58.24,58.56
2026-01-02 18:44:00,374.8,89.51,78.96,84.18,59.49,0.0,56.65,59.38,57.59,58.23,58.98
2026-01-02 18:45:00,372.9,89.74,79.41,83.9,59.79,0.0,56.26,58.71,57.86,57.88,58.8
2026-01-02 18:46:00,371.7,90.14,79.1,84.07,59.94,0.0,56.3,58.5,58.53,57.58,58.87
2026-01-02 18:47:00,371.3,90.11,79.24,83.75,59.8,0.0,56.58,58.65,58.29,57.13,59.46
2026-01-02 18:48:00,373.0,90.23,79.14,83.81,59.85,0.0,56.77,58.51,58.6,56.93,58.93
2026-01-02 18:49:00,375.5,90.36,78.78,83.79,59.64,0.0,56.27,58.05,58.64,56.84,59.15
2026-01-02 18:50:00,373.1,90.46,78.79,83.45,59.47,0.0,56.31,58.25,58.48,56.87,59.31
2026-01-02 18:51:00,374.9,90.58,78.51,83.16,59.14,0.0,56.46,58.8,59.28,56.93,59.19
2026-01-02 18:52:00,375.8,90.19,78.92,83.13,59.18,0.0,56.73,58.87,59.52,57.16,59.4
2026-01-02 18:53:00,373.8,90.35,78.6,83.03,58.97,0.0,56.71,59.05,58.94,56.98,58.95
2026-01-02 18:54:00,372.7,90.54,78.17,83.08,58.8,0.0,57.09,59.15,58.97,56.67,59.57
2026-01-02 18:55:00,374.6,90.37,78.3,83.47,59.06,0.0,57.46,58.53,58.95,56.9,60.04
2026-01-02 18:56:00,373.6,90.31,78.16,83.51,58.95,0.0,57.55,58.81,58.91,57.05,59.84
2026-01-02 18:57:00,374.3,90.39,78.08,83.18,58.7,0.0,57.55,59.24,59.46,56.7,59.7
2026-01-02 18:58:00,376.3,90.12,78.05,83.05,58.41,0.0,57.72,59.86,59.08,56.28,58.97
2026-01-02 18:59:00,375.5,90.26,77.98,83.11,58.49,0.0,57.44,59.68,58.52,55.92,59.4
2026-01-02 19:00:00,377.9,90.8,78.2,82.67,58.7,0.0,57.34,59.68,58.41,56.08,59.35
2026-01-02 19:01:00,377.9,89.89,77.99,82.84,58.07,0.0,57.46,59.54,58.27,56.52,59.69
2026-01-02 19:02:00,377.7,89.66,78.11,82.89,58.05,0.0,57.3,60.02,58.74,56.69,59.57
2026-01-02 19:03:00,378.6,89.69,78.17,83.2,58.33,0.0,57.82,60.26,58.77,56.83,59.42
2026-01-02 19:04:00,376.6,89.19,77.71,83.25,57.7,0.0,58.04,60.29,58.31,56.85,59.39
2026-01-02 19:05:00,378.0,88.44,77.95,83.19,57.35,0.0,58.66,60.15,58.14,56.39,59.88
2026-01-02 19:06:00,380.9,88.55,78.01,82.96,57.31,0.0,58.7,60.29,58.36,56.73,59.75
2026-01-02 19:07:00,382.6,88.6,78.0,82.68,57.14,0.0,58.98,60.26,58.18,56.7,59.16
2026-01-02 19:08:00,382.4,88.53,78.29,82.81,57.4,0.0,58.97,60.42,58.29,56.58,59.63
2026-01-02 19:09:00,382.1,88.07,78.49,82.42,56.97,0.0,59.01,60.41,58.48,56.1,59.3
2026-01-02 19:10:00,384.8,88.19,77.87,82.38,56.57,0.0,58.75,60.45,58.17,55.6,60.11
2026-01-02 19:11:00,382.9,88.39,77.72,82.57,56.73,0.0,58.75,60.68,58.04,55.58,60.5
2026-01-02 19:12:00,381.3,88.45,77.77,82.58,56.8,0.0,58.89,60.57,58.53,55.97,60.23
2026-01-02 19:13:00,382.5,88.67,77.66,82.44,56.77,0.0,58.87,60.02,58.96,56.09,59.58
2026-01-02 19:14:00,380.4,88.94,77.62,82.07,56.65,0.0,59.38,60.06,58.4,56.6,59.37
2026-01-02 19:15:00,379.9,88.69,77.46,81.89,56.26,0.0,58.71,60.51,59.29,56.69,58.85
2026-01-02 19:16:00,378.4,88.98,77.34,81.81,56.3,0.0,58.5,60.16,59.35,56.4,58.38
2026-01-02 19:17:00,378.7,89.45,77.58,81.53,56.58,0.0,58.65,60.11,59.36,57.11,57.91
2026-01-02 19:18:00,377.7,89.75,77.26,81.87,56.77,0.0,58.51,60.16,59.54,57.27,58.02
2026-01-02 19:19:00,376.0,89.32,77.04,81.78,56.27,0.0,58.05,59.67,59.16,57.53,58.63
2026-01-02 19:20:00,373.4,89.47,76.8,81.96,56.31,0.0,58.25,60.39,59.32,57.72,58.74
2026-01-02 19:21:00,372.7,89.64,76.98,81.82,56.46,0.0,58.8,60.69,59.0,57.76,58.15
2026-01-02 19:22:00,370.5,89.31,77.15,82.34,56.73,0.0,58.87,60.21,59.67,57.86,58.25
2026-01-02 19:23:00,372.1,89.43,77.29,82.04,56.71,0.0,59.05,59.9,59.8,57.25,58.49
2026-01-02 19:24:00,375.0,89.87,77.4,82.08,57.09,0.0,59.15,60.13,59.98,56.98,58.37
2026-01-02 19:25:00,373.2,89.75,77.65,82.45,57.46,0.0,58.53,59.82,60.28,57.43,58.76
2026-01-02 19:26:00,372.8,89.77,77.75,82.45,57.55,0.0,58.81,59.6,60.67,57.92,58.97
2026-01-02 19:27:00,372.4,89.59,77.8,82.57,57.55,0.0,59.24,60.08,60.13,57.94,59.42
2026-01-02 19:28:00,371.8,89.89,77.82,82.52,57.72,0.0,59.86,59.91,59.58,58.33,59.15
2026-01-02 19:29:00,368.9,89.73,77.68,82.41,57.44,0.0,59.68,59.91,59.39,58.16,58.63
2026-01-02 19:30:00,367.7,89.77,77.76,82.14,57.34,0.0,59.68,59.37,59.71,58.67,58.78
2026-01-02 19:31:00,368.7,89.48,78.03,82.3,57.46,0.0,59.54,59.35,59.32,58.31,58.03
2026-01-02 19:32:00,367.0,89.45,77.9,82.24,57.3,0.0,60.02,59.28,59.96,58.34,58.5
2026-01-02 19:33:00,367.7,89.77,78.32,82.24,57.82,0.0,60.26,59.56,60.2,58.3,58.17
2026-01-02 19:34:00,365.5,90.11,78.62,81.93,58.04,0.0,60.29,59.19,59.86,57.67,58.42
2026-01-02 19:35:00,366.1,90.7,78.72,82.15,58.66,0.0,60.15,58.56,60.46,57.31,58.3
2026-01-02 19:36:00,366.7,90.78,78.51,82.36,58.7,0.0,60.29,58.52,60.27,56.9,58.65
2026-01-02 19:37:00,367.7,90.71,78.76,82.55,58.98,0.0,60.26,58.31,59.81,56.56,58.87
2026-01-02 19:38:00,365.1,90.97,78.46,82.61,58.97,0.0,60.42,58.31,60.17,56.3,58.83
2026-01-02 19:39:00,367.9,90.95,78.48,82.68,59.01,0.0,60.41,58.22,59.79,56.16,59.75
2026-01-02 19:40:00,367.0,90.65,78.5,82.56,58.75,0.0,60.45,57.83,59.38,56.43,59.51
2026-01-02 19:41:00,366.3,90.7,78.58,82.43,58.75,0.0,60.68,58.09,59.28,56.56,60.08
2026-01-02 19:42:00,364.9,90.87,78.79,82.26,58.89,0.0,60.57,57.44,58.7,56.93,60.24
2026-01-02 19:43:00,367.6,91.05,78.9,81.95,58.87,0.0,60.02,57.62,58.89,56.87,60.52
2026-01-02 19:44:00,367.1,91.52,78.73,82.41,59.38,0.0,60.06,57.59,58.67,57.24,60.34
2026-01-02 19:45:00,367.4,91.0,78.87,81.8,58.71,0.0,60.51,57.86,58.32,57.31,60.17
2026-01-02 19:46:00,366.7,90.38,78.82,82.13,58.5,0.0,60.16,58.53,58.54,56.93,60.53
2026-01-02 19:47:00,367.4,90.28,78.98,82.25,58.65,0.0,60.11,58.29,58.93,57.59,60.87
2026-01-02 19:48:00,368.3,90.2,79.11,82.0,58.51,0.0,60.16,58.6,58.92,57.5,60.52
2026-01-02 19:49:00,369.7,90.0,78.81,81.84,58.05,0.0,59.67,58.64,59.25,58.06,59.7
2026-01-02 19:50:00,372.2,89.62,79.3,81.97,58.25,0.0,60.39,58.48,59.4,58.5,59.61
2026-01-02 19:51:00,372.1,90.15,79.39,82.16,58.8,0.0,60.69,59.28,58.87,58.58,59.4
2026-01-02 19:52:00,374.0,89.87,79.85,82.03,58.87,0.0,60.21,59.52,58.89,58.86,59.8
2026-01-02 19:53:00,373.4,90.2,80.08,81.74,59.05,0.0,59.9,58.94,58.98,58.77,59.95
2026-01-02 19:54:00,371.6,90.11,80.24,81.81,59.15,0.0,60.13,58.97,58.53,58.81,60.42
2026-01-02 19:55:00,371.0,89.93,79.99,81.37,58.53,0.0,59.82,58.95,58.92,59.23,60.38
2026-01-02 19:56:00,369.4,89.81,80.42,81.43,58.81,0.0,59.6,58.91,58.82,58.61,59.87
2026-01-02 19:57:00,368.0,90.3,80.72,81.26,59.24,0.0,60.08,59.46,58.8,58.89,59.57
2026-01-02 19:58:00,367.1,90.89,80.87,81.43,59.86,0.0,59.91,59.08,58.37,58.99,60.24
2026-01-02 19:59:00,366.0,90.94,80.62,81.4,59.68,0.0,59.91,58.52,58.4,58.68,60.35
2026-01-02 20:00:00,367.5,90.81,80.92,81.22,59.68,0.0,59.37,58.41,58.69,58.67,60.56
2026-01-02 20:01:00,369.0,91.05,80.65,81.08,59.54,0.0,59.35,58.27,58.52,58.48,60.48
2026-01-02 20:02:00,367.2,91.48,80.9,81.1,60.02,0.0,59.28,58.74,58.42,58.03,60.11
2026-01-02 20:03:00,368.1,91.63,80.62,81.58,60.26,0.0,59.56,58.77,58.73,58.34,60.23
2026-01-02 20:04:00,369.5,91.18,81.03,81.6,60.29,0.0,59.19,58.31,58.67,58.06,60.62
2026-01-02 20:05:00,370.8,90.86,81.13,81.6,60.15,0.0,58.56,58.14,58.23,57.9,60.92
2026-01-02 20:06:00,369.4,90.51,81.38,81.85,60.29,0.0,58.52,58.36,57.57,57.55,60.57
2026-01-02 20:07:00,367.2,90.46,81.43,81.81,60.26,0.0,58.31,58.18,57.68,57.58,60.55
2026-01-02 20:08:00,366.2,90.88,81.34,81.74,60.42,0.0,58.31,58.29,57.79,57.7,60.7
2026-01-02 20:09:00,367.2,90.57,81.38,81.96,60.41,0.0,58.22,58.48,58.04,57.88,60.56
2026-01-02 20:10:00,364.5,90.86,81.13,82.0,60.45,0.0,57.83,58.17,57.97,57.97,60.47
2026-01-02 20:11:00,366.9,90.94,81.3,82.07,60.68,0.0,58.09,58.04,58.13,58.08,60.2
2026-01-02 20:12:00,365.8,91.3,81.1,81.81,60.57,0.0,57.44,58.53,58.12,57.82,60.04
2026-01-02 20:13:00,366.5,91.13,80.88,81.42,60.02,0.0,57.62,58.96,58.39,58.18,59.37
2026-01-02 20:14:00,367.1,91.07,80.92,81.49,60.06,0.0,57.59,58.4,58.3,58.12,59.25
2026-01-02 20:15:00,368.1,90.95,81.72,81.42,60.51,0.0,57.86,59.29,57.87,57.72,58.75
2026-01-02 20:16:00,369.6,90.88,81.58,81.15,60.16,0.0,58.53,59.35,58.14,57.72,59.6
2026-01-02 20:17:00,366.7,90.81,81.52,81.2,60.11,0.0,58.29,59.36,58.25,58.08,60.15
2026-01-02 20:18:00,368.8,90.67,81.79,81.13,60.16,0.0,58.6,59.54,58.16,57.93,59.88
2026-01-02 20:19:00,367.0,90.4,81.66,80.83,59.67,0.0,58.64,59.16,57.98,57.66,59.95
2026-01-02 20:20:00,367.7,90.95,81.74,81.23,60.39,0.0,58.48,59.32,58.23,57.97,59.88
2026-01-02 20:21:00,368.5,90.89,81.85,81.58,60.69,0.0,59.28,59.0,57.57,57.99,60.6
2026-01-02 20:22:00,369.2,90.62,81.72,81.3,60.21,0.0,59.52,59.67,57.27,57.52,60.21
2026-01-02 20:23:00,369.0,90.25,81.62,81.33,59.9,0.0,58.94,59.8,57.64,58.04,60.2
2026-01-02 20:24:00,368.9,90.26,81.82,81.41,60.13,0.0,58.97,59.98,57.61,57.62,59.99
2026-01-02 20:25:00,366.7,90.34,81.34,81.41,59.82,0.0,58.95,60.28,57.85,57.55,59.7
2026-01-02 20:26:00,365.8,90.44,81.08,81.29,59.6,0.0,58.91,60.67,58.1,57.76,60.04
2026-01-02 20:27:00,367.6,90.4,81.24,81.8,60.08,0.0,59.46,60.13,58.03,57.53,59.98
2026-01-02 20:28:00,367.2,90.33,81.04,81.83,59.91,0.0,59.08,59.58,57.68,56.53,59.54
2026-01-02 20:29:00,368.4,90.17,81.24,81.79,59.91,0.0,58.52,59.39,57.35,56.39,58.54
2026-01-02 20:30:00,368.9,89.56,81.45,81.4,59.37,0.0,58.41,59.71,56.86,56.58,58.59
2026-01-02 20:31:00,367.7,89.59,81.4,81.38,59.35,0.0,58.27,59.32,56.82,56.62,58.29
2026-01-02 20:32:00,367.8,89.74,81.45,81.11,59.28,0.0,58.74,59.96,56.73,56.81,58.4
2026-01-02 20:33:00,365.7,89.93,81.5,81.27,59.56,0.0,58.77,60.2,56.66,57.06,58.5
2026-01-02 20:34:00,362.8,89.72,81.24,81.21,59.19,0.0,58.31,59.86,56.7,57.49,58.41
2026-01-02 20:35:00,361.9,89.58,80.9,80.8,58.56,0.0,58.14,60.46,56.62,57.82,58.38
2026-01-02 20:36:00,362.9,89.37,80.85,80.99,58.52,0.0,58.36,60.27,56.29,57.96,58.05
2026-01-02 20:37:00,361.0,89.58,80.72,80.65,58.31,0.0,58.18,59.81,56.42,57.72,58.57
2026-01-02 20:38:00,358.9,90.25,80.2,80.56,58.31,0.0,58.29,60.17,56.68,57.59,58.38
2026-01-02 20:39:00,361.6,89.78,80.23,80.82,58.22,0.0,58.48,59.79,56.65,58.03,58.47
2026-01-02 20:40:00,361.7,89.71,79.9,80.67,57.83,0.0,58.17,59.38,56.82,58.3,58.72
2026-01-02 20:41:00,363.5,89.53,80.58,80.52,58.09,0.0,58.04,59.28,57.0,58.85,58.78
2026-01-02 20:42:00,366.3,89.19,79.84,80.66,57.44,0.0,58.53,58.7,56.92,59.19,58.45
2026-01-02 20:43:00,366.4,88.99,80.19,80.75,57.62,0.0,58.96,58.89,57.55,58.56,58.69
2026-01-02 20:44:00,367.4,88.62,80.38,80.85,57.59,0.0,58.4,58.67,57.54,58.98,58.55
2026-01-02 20:45:00,366.7,89.22,80.07,81.0,57.86,0.0,59.29,58.32,56.93,58.8,58.39
2026-01-02 20:46:00,364.9,89.81,80.29,81.16,58.53,0.0,59.35,58.54,57.17,58.87,58.78
2026-01-02 20:47:00,365.2,89.5,80.29,81.11,58.29,0.0,59.36,58.93,57.04,59.46,58.56
2026-01-02 20:48:00,364.1,89.31,80.36,81.65,58.6,0.0,59.54,58.92,57.19,58.93,58.76
2026-01-02 20:49:00,362.1,89.29,80.42,81.65,58.64,0.0,59.16,59.25,57.57,59.15,58.99
2026-01-02 20:50:00,364.3,89.0,80.32,81.8,58.48,0.0,59.32,59.4,57.68,59.31,59.42
2026-01-02 20:51:00,361.6,89.43,80.89,81.95,59.28,0.0,59.0,58.87,57.61,59.19,58.88
2026-01-02 20:52:00,363.9,89.61,81.04,81.97,59.52,0.0,59.67,58.89,57.66,59.4,59.16
2026-01-02 20:53:00,366.9,88.87,81.03,81.84,58.94,0.0,59.8,58.98,57.83,58.95,58.34
2026-01-02 20:54:00,366.9,88.91,80.94,81.95,58.97,0.0,59.98,58.53,57.48,59.57,58.74
2026-01-02 20:55:00,366.5,88.88,81.14,81.74,58.95,0.0,60.28,58.92,57.79,60.04,59.21
2026-01-02 20:56:00,366.6,88.28,81.5,81.88,58.91,0.0,60.67,58.82,57.69,59.84,59.48
2026-01-02 20:57:00,366.3,88.32,81.9,82.2,59.46,0.0,60.13,58.8,56.99,59.7,59.56
2026-01-02 20:58:00,367.6,87.93,81.7,82.23,59.08,0.0,59.58,58.37,56.79,58.97,59.57
2026-01-02 20:59:00,365.6,87.63,81.4,82.03,58.52,0.0,59.39,58.4,56.3,59.4,59.5
2026-01-02 21:00:00,364.5,87.9,80.96,82.08,58.41,0.0,59.71,58.69,57.04,59.35,59.44
2026-01-02 21:01:00,366.8,87.87,80.71,82.17,58.27,0.0,59.32,58.52,57.08,59.69,59.51
2026-01-02 21:02:00,365.5,88.18,81.21,82.02,58.74,0.0,59.96,58.42,57.26,59.57,59.65
2026-01-02 21:03:00,368.4,88.09,81.44,81.92,58.77,0.0,60.2,58.73,57.12,59.42,60.03
2026-01-02 21:04:00,369.8,87.64,81.04,82.09,58.31,0.0,59.86,58.67,57.75,59.39,60.27
2026-01-02 21:05:00,369.8,87.55,81.09,81.89,58.14,0.0,60.46,58.23,57.49,59.88,60.49
2026-01-02 21:06:00,369.9,87.72,81.29,81.84,58.36,0.0,60.27,57.57,57.63,59.75,60.7
2026-01-02 21:07:00,372.5,87.72,81.23,81.64,58.18,0.0,59.81,57.68,57.8,59.16,60.17
2026-01-02 21:08:00,370.2,87.73,81.41,81.61,58.29,0.0,60.17,57.79,57.82,59.63,60.31
2026-01-02 21:09:00,371.3,87.63,81.69,81.69,58.48,0.0,59.79,58.04,57.65,59.3,60.7
2026-01-02 21:10:00,372.2,87.25,81.46,81.84,58.17,0.0,59.38,57.97,56.95,60.11,61.04
2026-01-02 21:11:00,374.9,87.55,81.58,81.26,58.04,0.0,59.28,58.13,56.57,60.5,61.1
2026-01-02 21:12:00,377.8,87.88,81.9,81.33,58.53,0.0,58.7,58.12,56.72,60.23,60.99
2026-01-02 21:13:00,380.5,88.04,82.48,81.2,58.96,0.0,58.89,58.39,56.55,59.58,61.04
2026-01-02 21:14:00,379.0,87.88,82.17,80.87,58.4,0.0,58.67,58.3,57.04,59.37,61.12
2026-01-02 21:15:00,378.6,88.01,82.77,81.39,59.29,0.0,58.32,57.87,56.98,58.85,60.99
2026-01-02 21:16:00,380.5,87.76,83.34,81.15,59.35,0.0,58.54,58.14,57.14,58.38,60.65
2026-01-02 21:17:00,383.2,87.68,83.69,80.9,59.36,0.0,58.93,58.25,56.81,57.91,60.05
2026-01-02 21:18:00,383.6,87.82,83.69,81.0,59.54,0.0,58.92,58.16,57.28,58.02,60.18
2026-01-02 21:19:00,386.2,87.66,83.71,80.61,59.16,0.0,59.25,57.98,58.11,58.63,59.99
2026-01-02 21:20:00,383.4,87.85,83.54,80.83,59.32,0.0,59.4,58.23,58.59,58.74,60.12
2026-01-02 21:21:00,385.1,87.58,83.35,80.82,59.0,0.0,58.87,57.57,59.03,58.15,59.99
2026-01-02 21:22:00,385.8,87.65,83.69,81.35,59.67,0.0,58.89,57.27,59.53,58.25,59.55
2026-01-02 21:23:00,388.2,87.37,84.19,81.3,59.8,0.0,58.98,57.64,59.28,58.49,59.55
