Production_End_Time,Batch_PartNo,Part_No,Part_SLNo,Availability,Performance,Quality,Current_OEE,Current_Speed_pct,Prev_Speed_pct,Speed_Delta,DownTime_sec,OEE_Delta,_pos_ratio,Planned_Prod_Duration,Production_Duration,Production_Delay_sec,Predicted_OEE_t1,Recommended_Speed,OEE_lag1,OEE_roll5_mean,OEE_trend3,OEE_min5,OEE_max5,OEE_range5
2026-01-20 02:47:47,HIGH_b2054,HIGH_b2054_2,2,100,65,100,65,30,30,0,0,-6,0.1429,120,56,0,64,80,71,68.0,0.0,65,71,6
2026-01-20 02:48:54,HIGH_b2054,HIGH_b2054_3,3,100,64,100,64,30,30,0,0,-1,0.2857,180,84,0,63,80,65,66.7,-7.0,64,71,7
2026-01-20 02:50:16,HIGH_b2054,HIGH_b2054_4,4,100,63,100,63,50,30,20,0,-1,0.4286,240,130,0,61,80,64,65.8,-8.0,63,71,8
2026-01-20 02:51:42,HIGH_b2054,HIGH_b2054_5,5,100,61,100,61,50,50,0,0,-2,0.5714,300,176,0,67,80,63,64.8,-10.0,61,71,10
2026-01-20 02:53:03,HIGH_b2054,HIGH_b2054_6,6,100,67,100,67,50,50,0,0,6,0.7143,360,222,0,65,80,61,64.0,2.0,61,67,6
2026-01-20 02:54:23,HIGH_b2054,HIGH_b2054_7,7,100,65,100,65,50,50,0,0,-2,0.8571,420,268,0,71,80,67,64.0,1.0,61,67,6
2026-01-20 02:55:46,HIGH_b2054,HIGH_b2054_8,8,100,71,100,71,50,50,0,0,6,1.0,480,314,0,71,80,65,65.4,8.0,61,71,10
2026-01-20 02:56:52,MED_LOW_b2055,MED_LOW_b2055_1,1,56,44,60,15,40,40,0,0,0,0.0,60,37,0,13,60,15,15.0,0.0,15,15,0
2026-01-20 02:58:18,MED_LOW_b2055,MED_LOW_b2055_2,2,48,58,45,13,10,40,-30,0,-2,0.1429,120,46,0,6,60,15,14.0,0.0,13,15,2
2026-01-20 02:59:42,MED_LOW_b2055,MED_LOW_b2055_3,3,36,28,58,6,10,10,0,116,-7,0.2857,180,171,0,11,80,13,11.3,-9.0,6,15,9
2026-01-20 03:00:53,MED_LOW_b2055,MED_LOW_b2055_4,4,56,30,63,11,10,10,0,0,5,0.4286,240,180,0,9,60,6,11.2,-4.0,6,15,9
2026-01-20 03:02:00,MED_LOW_b2055,MED_LOW_b2055_5,5,56,25,63,9,10,10,0,0,-2,0.5714,300,189,0,8,60,11,10.8,-6.0,6,15,9
2026-01-20 03:03:04,MED_LOW_b2055,MED_LOW_b2055_6,6,56,23,62,8,10,10,0,0,-1,0.7143,360,198,0,8,80,9,9.4,-5.0,6,13,7
2026-01-20 03:04:34,MED_LOW_b2055,MED_LOW_b2055_7,7,55,23,62,8,10,10,0,0,0,0.8571,420,207,0,7,60,8,8.4,2.0,6,11,5
2026-01-20 03:05:57,MED_LOW_b2055,MED_LOW_b2055_8,8,55,21,61,7,10,10,0,0,-1,1.0,480,216,0,7,60,8,8.6,-4.0,7,11,4
2026-01-20 03:07:11,TOP_b2056,TOP_b2056_1,1,74,100,81,60,100,100,0,94,0,0.0,60,187,127,82,80,60,60.0,0.0,60,60,0
2026-01-20 03:08:16,TOP_b2056,TOP_b2056_2,2,90,100,91,82,40,100,-60,0,22,0.125,120,224,104,100,80,60,71.0,0.0,60,82,22
2026-01-20 03:09:38,TOP_b2056,TOP_b2056_3,3,100,100,100,100,40,40,0,0,18,0.25,180,261,81,75,80,82,80.7,40.0,60,100,40
2026-01-20 03:11:02,TOP_b2056,TOP_b2056_4,4,100,75,100,75,60,40,20,0,-25,0.375,240,317,77,74,80,100,79.2,15.0,60,100,40
2026-01-20 03:12:29,TOP_b2056,TOP_b2056_5,5,100,74,100,74,60,60,0,0,-1,0.5,300,373,73,80,80,75,78.2,14.0,60,100,40
2026-01-20 03:13:29,TOP_b2056,TOP_b2056_6,6,100,80,100,80,60,60,0,0,6,0.625,360,429,69,79,80,74,82.2,-2.0,74,100,26
2026-01-20 03:14:40,TOP_b2056,TOP_b2056_7,7,100,79,100,79,60,60,0,0,-1,0.75,420,485,65,87,80,80,81.6,-21.0,74,100,26
2026-01-20 03:16:04,TOP_b2056,TOP_b2056_8,8,100,87,100,87,60,60,0,0,8,0.875,480,541,61,85,80,79,79.0,12.0,74,87,13
2026-01-20 03:17:18,TOP_b2056,TOP_b2056_9,9,100,85,100,85,60,60,0,0,-2,1.0,540,597,57,85,80,87,81.0,11.0,74,87,13
2026-01-20 03:18:30,HIGH_b2057,HIGH_b2057_1,1,100,61,100,61,20,20,0,0,0,0.0,60,18,0,60,80,61,61.0,0.0,61,61,0
2026-01-20 03:19:58,HIGH_b2057,HIGH_b2057_2,2,100,60,100,60,90,20,70,0,-1,0.1111,120,102,0,79,80,61,60.5,0.0,60,61,1
2026-01-20 03:21:06,HIGH_b2057,HIGH_b2057_3,3,100,79,100,79,90,90,0,0,19,0.2222,180,186,6,55,60,60,66.7,18.0,60,79,19
2026-01-20 03:22:29,HIGH_b2057,HIGH_b2057_4,4,81,100,69,55,30,90,-60,0,-24,0.3333,240,214,0,81,60,79,63.8,-6.0,55,79,24
2026-01-20 03:23:47,HIGH_b2057,HIGH_b2057_5,5,92,100,88,81,30,30,0,0,26,0.4444,300,242,0,48,60,55,67.2,20.0,55,81,26
2026-01-20 03:25:01,HIGH_b2057,HIGH_b2057_6,6,90,54,100,48,40,30,10,34,-33,0.5556,360,313,0,48,80,81,64.6,-12.0,48,81,33
2026-01-20 03:26:21,HIGH_b2057,HIGH_b2057_7,7,90,53,100,48,40,40,0,49,0,0.6667,420,399,0,60,80,48,62.2,-31.0,48,81,33
2026-01-20 03:27:38,HIGH_b2057,HIGH_b2057_8,8,100,60,100,60,40,40,0,0,12,0.7778,480,436,0,59,80,48,58.4,5.0,48,81,33
2026-01-20 03:29:02,HIGH_b2057,HIGH_b2057_9,9,100,59,100,59,40,40,0,0,-1,0.8889,540,473,0,64,80,60,59.2,-22.0,48,81,33
2026-01-20 03:30:27,HIGH_b2057,HIGH_b2057_10,10,100,64,100,64,40,40,0,0,5,1.0,600,510,0,64,80,59,55.8,16.0,48,64,16
2026-01-20 03:31:32,MED_LOW_b2058,MED_LOW_b2058_1,1,27,100,12,3,100,100,0,0,0,0.0,60,93,33,3,60,3,3.0,0.0,3,3,0
2026-01-20 03:32:39,MED_LOW_b2058,MED_LOW_b2058_2,2,27,100,12,3,100,100,0,0,0,0.125,120,186,66,3,60,3,3.0,0.0,3,3,0
2026-01-20 03:34:06,MED_LOW_b2058,MED_LOW_b2058_3,3,26,99,12,3,100,100,0,0,0,0.25,180,279,99,3,60,3,3.0,0.0,3,3,0
2026-01-20 03:35:09,MED_LOW_b2058,MED_LOW_b2058_4,4,26,98,11,3,80,100,-20,0,0,0.375,240,354,114,7,60,3,3.0,0.0,3,3,0
2026-01-20 03:36:13,MED_LOW_b2058,MED_LOW_b2058_5,5,34,86,23,7,80,80,0,0,4,0.5,300,429,129,6,60,3,3.8,4.0,3,7,4
2026-01-20 03:37:16,MED_LOW_b2058,MED_LOW_b2058_6,6,34,84,22,6,80,80,0,0,-1,0.625,360,504,144,9,80,7,4.4,3.0,3,7,4
2026-01-20 03:38:24,MED_LOW_b2058,MED_LOW_b2058_7,7,40,72,32,9,80,80,0,0,3,0.75,420,579,159,10,60,6,5.6,6.0,3,9,6
2026-01-20 03:39:25,MED_LOW_b2058,MED_LOW_b2058_8,8,37,77,37,10,80,80,0,0,1,0.875,480,654,174,9,40,9,7.0,7.0,3,10,7
2026-01-20 03:40:40,MED_LOW_b2058,MED_LOW_b2058_9,9,39,70,32,9,80,80,0,0,-1,1.0,540,729,189,9,60,10,8.2,2.0,6,10,4
2026-01-20 03:41:41,TOP_b2059,TOP_b2059_1,1,100,100,98,98,90,90,0,0,0,0.0,60,84,24,98,80,98,98.0,0.0,98,98,0
2026-01-20 03:43:11,TOP_b2059,TOP_b2059_2,2,100,100,98,98,30,90,-60,0,0,0.1111,120,112,0,100,80,98,98.0,0.0,98,98,0
2026-01-20 03:44:32,TOP_b2059,TOP_b2059_3,3,100,100,100,100,30,30,0,0,2,0.2222,180,140,0,69,80,98,98.7,2.0,98,100,2
2026-01-20 03:45:54,TOP_b2059,TOP_b2059_4,4,100,69,100,69,80,30,50,0,-31,0.3333,240,215,0,75,80,100,91.2,-29.0,69,100,31
2026-01-20 03:47:21,TOP_b2059,TOP_b2059_5,5,100,75,100,75,80,80,0,0,6,0.4444,300,290,0,81,80,69,88.0,-23.0,69,100,31
2026-01-20 03:48:32,TOP_b2059,TOP_b2059_6,6,100,81,100,81,80,80,0,0,6,0.5556,360,365,5,100,80,75,84.6,-17.0,69,100,31
2026-01-20 03:49:54,TOP_b2059,TOP_b2059_7,7,100,100,100,100,90,80,10,0,19,0.6667,420,449,29,100,80,81,85.0,0.0,69,100,31
2026-01-20 03:51:03,TOP_b2059,TOP_b2059_8,8,100,100,100,100,90,90,0,0,0,0.7778,480,533,53,100,80,100,85.0,31.0,69,100,31
2026-01-20 03:52:21,TOP_b2059,TOP_b2059_9,9,100,100,100,100,90,90,0,0,0,0.8889,540,617,77,100,80,100,91.2,25.0,75,100,25
2026-01-20 03:53:23,TOP_b2059,TOP_b2059_10,10,100,100,100,100,90,90,0,0,0,1.0,600,701,101,100,80,100,96.2,19.0,81,100,19
2026-01-20 03:54:41,MED_HIGH_b2060,MED_HIGH_b2060_1,1,94,72,100,67,50,50,0,0,0,0.0,60,46,0,62,80,67,67.0,0.0,67,67,0
2026-01-20 03:56:01,MED_HIGH_b2060,MED_HIGH_b2060_2,2,86,85,85,62,50,50,0,0,-5,0.1429,120,92,0,60,40,67,64.5,0.0,62,67,5
2026-01-20 03:57:20,MED_HIGH_b2060,MED_HIGH_b2060_3,3,84,84,84,60,100,50,50,0,-2,0.2857,180,185,5,58,60,62,63.0,-7.0,60,67,7
2026-01-20 03:58:20,MED_HIGH_b2060,MED_HIGH_b2060_4,4,82,91,78,58,100,100,0,0,-2,0.4286,240,278,38,54,60,60,61.8,-9.0,58,67,9
2026-01-20 03:59:46,MED_HIGH_b2060,MED_HIGH_b2060_5,5,77,99,71,54,100,100,0,0,-4,0.5714,300,371,71,62,60,58,60.2,-13.0,54,67,13
2026-01-20 04:01:09,MED_HIGH_b2060,MED_HIGH_b2060_6,6,77,98,81,62,100,100,0,0,8,0.7143,360,464,104,22,80,54,59.2,0.0,54,62,8
2026-01-20 04:02:34,MED_HIGH_b2060,MED_HIGH_b2060_7,7,56,100,39,22,100,100,0,0,-40,0.8571,420,557,137,21,60,62,51.2,-38.0,22,62,40
2026-01-20 04:04:01,MED_HIGH_b2060,MED_HIGH_b2060_8,8,56,100,38,21,100,100,0,0,-1,1.0,480,650,170,21,40,22,43.4,-37.0,21,62,41
2026-01-20 04:05:20,TOP_b2061,TOP_b2061_1,1,100,78,100,78,40,40,0,0,0,0.0,60,37,0,77,80,78,78.0,0.0,78,78,0
2026-01-20 04:06:42,TOP_b2061,TOP_b2061_2,2,100,77,100,77,20,40,-20,0,-1,0.1429,120,55,0,70,80,78,77.5,0.0,77,78,1
2026-01-20 04:07:51,TOP_b2061,TOP_b2061_3,3,100,70,100,70,20,20,0,0,-7,0.2857,180,73,0,69,80,77,75.0,-8.0,70,78,8
2026-01-20 04:09:12,TOP_b2061,TOP_b2061_4,4,100,69,100,69,20,20,0,0,-1,0.4286,240,91,0,63,80,70,73.5,-9.0,69,78,9
2026-01-20 04:10:32,TOP_b2061,TOP_b2061_5,5,100,63,100,63,40,20,20,0,-6,0.5714,300,128,0,76,80,69,71.4,-15.0,63,78,15
2026-01-20 04:11:51,TOP_b2061,TOP_b2061_6,6,100,76,100,76,40,40,0,0,13,0.7143,360,165,0,66,60,63,71.0,-1.0,63,77,14
2026-01-20 04:12:52,TOP_b2061,TOP_b2061_7,7,100,66,100,66,40,40,0,0,-10,0.8571,420,202,0,65,80,76,68.8,-4.0,63,76,13
2026-01-20 04:13:59,TOP_b2061,TOP_b2061_8,8,100,65,100,65,40,40,0,0,-1,1.0,480,239,0,65,80,66,67.8,-4.0,63,76,13
2026-01-20 04:15:14,HIGH_b2062,HIGH_b2062_1,1,100,61,100,61,20,20,0,0,0,0.0,60,18,0,59,80,61,61.0,0.0,61,61,0
2026-01-20 04:16:19,HIGH_b2062,HIGH_b2062_2,2,100,59,100,59,100,20,80,0,-2,0.2,120,111,0,68,80,61,60.0,0.0,59,61,2
2026-01-20 04:17:48,HIGH_b2062,HIGH_b2062_3,3,100,68,100,68,100,100,0,0,9,0.4,180,204,24,82,80,59,62.7,7.0,59,68,9
2026-01-20 04:19:11,HIGH_b2062,HIGH_b2062_4,4,100,82,100,82,100,100,0,0,14,0.6,240,297,57,87,80,68,67.5,21.0,59,82,23
2026-01-20 04:20:18,HIGH_b2062,HIGH_b2062_5,5,94,100,93,87,100,100,0,0,5,0.8,300,390,90,39,80,82,71.4,26.0,59,87,28
2026-01-20 04:21:24,HIGH_b2062,HIGH_b2062_6,6,71,100,55,39,100,100,0,0,-48,1.0,360,483,123,39,60,87,67.0,-20.0,39,87,48
2026-01-20 04:22:49,MED_b2063,MED_b2063_1,1,62,89,57,31,80,80,0,0,0,0.0,60,75,15,30,60,31,31.0,0.0,31,31,0
2026-01-20 04:24:06,MED_b2063,MED_b2063_2,2,62,88,56,30,80,80,0,0,-1,0.125,120,150,30,29,60,31,30.5,0.0,30,31,1
2026-01-20 04:25:35,MED_b2063,MED_b2063_3,3,61,86,56,29,90,80,10,0,-1,0.25,180,234,54,29,60,30,30.0,-2.0,29,31,2
2026-01-20 04:27:05,MED_b2063,MED_b2063_4,4,61,85,55,29,90,90,0,0,0,0.375,240,318,78,28,60,29,29.8,-2.0,29,31,2
2026-01-20 04:28:23,MED_b2063,MED_b2063_5,5,60,84,55,28,90,90,0,0,-1,0.5,300,402,102,28,60,29,29.4,-3.0,28,31,3
2026-01-20 04:29:38,MED_b2063,MED_b2063_6,6,60,84,55,28,90,90,0,0,0,0.625,360,486,126,22,60,28,28.8,-2.0,28,30,2
2026-01-20 04:31:07,MED_b2063,MED_b2063_7,7,53,94,44,22,90,90,0,0,-6,0.75,420,570,150,21,60,28,27.2,-7.0,22,29,7
2026-01-20 04:32:19,MED_b2063,MED_b2063_8,8,52,93,44,21,90,90,0,0,-1,0.875,480,654,174,21,60,22,25.6,-8.0,21,29,8
2026-01-20 04:33:28,MED_b2063,MED_b2063_9,9,52,92,44,21,90,90,0,0,0,1.0,540,738,198,21,60,21,24.0,-7.0,21,28,7
2026-01-20 04:34:52,MED_LOW_b2064,MED_LOW_b2064_1,1,47,69,43,14,70,70,0,0,0,0.0,60,65,5,9,60,14,14.0,0.0,14,14,0
2026-01-20 04:36:21,MED_LOW_b2064,MED_LOW_b2064_2,2,39,82,28,9,70,70,0,0,-5,0.125,120,130,10,9,60,14,11.5,0.0,9,14,5
2026-01-20 04:37:35,MED_LOW_b2064,MED_LOW_b2064_3,3,39,81,28,9,70,70,0,0,0,0.25,180,195,15,8,60,9,10.7,-5.0,9,14,5
2026-01-20 04:38:51,MED_LOW_b2064,MED_LOW_b2064_4,4,38,80,28,8,40,70,-30,0,-1,0.375,240,232,0,10,40,9,10.0,-6.0,8,14,6
2026-01-20 04:40:15,MED_LOW_b2064,MED_LOW_b2064_5,5,42,70,34,10,40,40,0,0,2,0.5,300,269,0,11,40,8,10.0,-4.0,8,14,6
2026-01-20 04:41:23,MED_LOW_b2064,MED_LOW_b2064_6,6,47,54,43,11,10,40,-30,0,1,0.625,360,278,0,10,60,10,9.4,2.0,8,11,3
2026-01-20 04:42:38,MED_LOW_b2064,MED_LOW_b2064_7,7,47,47,46,10,10,10,0,0,-1,0.75,420,287,0,11,40,11,9.6,1.0,8,11,3
2026-01-20 04:43:38,MED_LOW_b2064,MED_LOW_b2064_8,8,52,31,68,11,10,10,0,0,1,0.875,480,296,0,7,60,10,10.0,3.0,8,11,3
2026-01-20 04:44:48,MED_LOW_b2064,MED_LOW_b2064_9,9,55,22,61,7,10,10,0,0,-4,1.0,540,305,0,7,40,11,9.8,-3.0,7,11,4
2026-01-20 04:45:53,HIGH_b2065,HIGH_b2065_1,1,82,100,73,60,100,100,0,0,0,0.0,60,93,33,59,80,60,60.0,0.0,60,60,0
2026-01-20 04:47:09,HIGH_b2065,HIGH_b2065_2,2,81,100,73,59,40,100,-60,0,-1,0.1111,120,130,10,91,80,60,59.5,0.0,59,60,1
2026-01-20 04:48:29,HIGH_b2065,HIGH_b2065_3,3,96,100,95,91,40,40,0,0,32,0.2222,180,167,0,70,80,59,70.0,31.0,59,91,32
2026-01-20 04:49:55,HIGH_b2065,HIGH_b2065_4,4,100,70,100,70,90,40,50,0,-21,0.3333,240,251,11,75,80,91,70.0,10.0,59,91,32
2026-01-20 04:51:03,HIGH_b2065,HIGH_b2065_5,5,100,75,100,75,90,90,0,0,5,0.4444,300,335,35,82,80,70,71.0,15.0,59,91,32
2026-01-20 04:52:18,HIGH_b2065,HIGH_b2065_6,6,100,82,100,82,90,90,0,0,7,0.5556,360,419,59,90,80,75,75.4,23.0,59,91,32
2026-01-20 04:53:46,HIGH_b2065,HIGH_b2065_7,7,99,91,100,90,90,90,0,0,8,0.6667,420,503,83,72,80,82,81.6,-1.0,70,91,21
2026-01-20 04:55:07,HIGH_b2065,HIGH_b2065_8,8,87,100,83,72,90,90,0,0,-18,0.7778,480,587,107,72,80,90,77.8,2.0,70,90,20
2026-01-20 04:56:24,HIGH_b2065,HIGH_b2065_9,9,87,100,82,72,90,90,0,0,0,0.8889,540,671,131,71,80,72,78.2,-3.0,72,90,18
2026-01-20 04:57:47,HIGH_b2065,HIGH_b2065_10,10,87,100,82,71,90,90,0,0,-1,1.0,600,755,155,71,80,72,77.4,-11.0,71,90,19
2026-01-20 04:59:10,MED_LOW_b2066,MED_LOW_b2066_1,1,54,52,56,16,50,50,0,0,0,0.0,60,46,0,15,60,16,16.0,0.0,16,16,0
2026-01-20 05:00:16,MED_LOW_b2066,MED_LOW_b2066_2,2,54,50,56,15,70,50,20,0,-1,0.1667,120,111,0,14,60,16,15.5,0.0,15,16,1
2026-01-20 05:01:22,MED_LOW_b2066,MED_LOW_b2066_3,3,54,48,55,14,70,70,0,0,-1,0.3333,180,176,0,13,40,15,15.0,-2.0,14,16,2
2026-01-20 05:02:27,MED_LOW_b2066,MED_LOW_b2066_4,4,46,65,42,13,40,70,-30,0,-1,0.5,240,213,0,13,60,14,14.5,-3.0,13,16,3
2026-01-20 05:03:37,MED_LOW_b2066,MED_LOW_b2066_5,5,50,54,48,13,40,40,0,0,0,0.6667,300,250,0,13,40,13,14.2,-3.0,13,16,3
2026-01-20 05:04:49,MED_LOW_b2066,MED_LOW_b2066_6,6,52,45,54,13,40,40,0,0,0,0.8333,360,287,0,11,60,13,13.6,-2.0,13,15,2
2026-01-20 05:06:17,MED_LOW_b2066,MED_LOW_b2066_7,7,53,36,58,11,40,40,0,0,-2,1.0,420,324,0,11,60,13,12.8,-3.0,11,14,3
2026-01-20 05:07:34,MED_b2067,MED_b2067_1,1,31,50,60,9,60,60,0,460,0,0.0,60,516,456,34,40,9,9.0,0.0,9,9,0
2026-01-20 05:09:03,MED_b2067,MED_b2067_2,2,70,68,72,34,60,60,0,0,25,0.2,120,572,452,33,80,9,21.5,0.0,9,34,25
2026-01-20 05:10:23,MED_b2067,MED_b2067_3,3,70,67,71,33,30,60,-30,0,-1,0.4,180,600,420,29,80,34,25.3,24.0,9,34,25
2026-01-20 05:11:42,MED_b2067,MED_b2067_4,4,64,72,62,29,30,30,0,0,-4,0.6,240,628,388,27,60,33,26.2,20.0,9,34,25
2026-01-20 05:12:53,MED_b2067,MED_b2067_5,5,67,64,65,27,30,30,0,0,-2,0.8,300,656,356,25,60,29,26.4,18.0,9,34,25
2026-01-20 05:14:15,MED_b2067,MED_b2067_6,6,66,55,67,25,30,30,0,0,-2,1.0,360,684,324,25,40,27,29.6,-9.0,25,34,9
2026-01-20 05:15:39,LOW_b2068,LOW_b2068_1,1,43,26,48,5,20,20,0,0,0,0.0,60,18,0,0,60,5,5.0,0.0,5,5,0
2026-01-20 05:17:00,LOW_b2068,LOW_b2068_2,2,2,5,36,0,20,20,0,262,-5,0.125,120,298,178,0,60,5,2.5,0.0,0,5,5
2026-01-20 05:18:11,LOW_b2068,LOW_b2068_3,3,2,4,35,0,20,20,0,311,0,0.25,180,627,447,0,80,0,1.7,-5.0,0,5,5
2026-01-20 05:19:15,LOW_b2068,LOW_b2068_4,4,1,2,35,0,100,20,80,505,0,0.375,240,1225,985,7,100,0,1.2,-5.0,0,5,5
2026-01-20 05:20:30,LOW_b2068,LOW_b2068_5,5,37,38,48,7,100,100,0,0,7,0.5,300,1318,1018,5,40,0,2.4,2.0,0,7,7
2026-01-20 05:21:37,LOW_b2068,LOW_b2068_6,6,34,46,32,5,100,100,0,0,-2,0.625,360,1411,1051,3,40,7,2.4,5.0,0,7,7
2026-01-20 05:23:02,LOW_b2068,LOW_b2068_7,7,25,65,16,3,100,100,0,0,-2,0.75,420,1504,1084,0,80,5,3.0,3.0,0,7,7
2026-01-20 05:24:29,LOW_b2068,LOW_b2068_8,8,10,87,0,0,100,100,0,0,-3,0.875,480,1597,1117,0,60,3,3.0,0.0,0,7,7
2026-01-20 05:25:53,LOW_b2068,LOW_b2068_9,9,9,85,0,0,100,100,0,0,0,1.0,540,1690,1150,0,60,0,3.0,-7.0,0,7,7
2026-01-20 05:27:00,MED_LOW_b2069,MED_LOW_b2069_1,1,58,34,64,13,20,20,0,0,0,0.0,60,18,0,1,40,13,13.0,0.0,13,13,0
2026-01-20 05:28:19,MED_LOW_b2069,MED_LOW_b2069_2,2,19,15,37,1,10,20,-10,269,-12,0.0909,120,296,176,0,20,13,7.0,0.0,1,13,12
2026-01-20 05:29:25,MED_LOW_b2069,MED_LOW_b2069_3,3,9,8,24,0,10,10,0,226,-1,0.1818,180,531,351,13,20,1,4.7,-13.0,0,13,13
2026-01-20 05:30:30,MED_LOW_b2069,MED_LOW_b2069_4,4,56,35,70,13,10,10,0,0,13,0.2727,240,540,300,15,40,0,6.8,0.0,0,13,13
2026-01-20 05:31:36,MED_LOW_b2069,MED_LOW_b2069_5,5,58,37,71,15,10,10,0,0,2,0.3636,300,549,249,16,40,13,8.4,2.0,0,15,15
2026-01-20 05:32:48,MED_LOW_b2069,MED_LOW_b2069_6,6,63,37,69,16,20,10,10,0,1,0.4545,360,567,207,18,40,15,9.0,15.0,0,16,16
2026-01-20 05:34:18,MED_LOW_b2069,MED_LOW_b2069_7,7,65,41,71,18,20,20,0,0,2,0.5455,420,585,165,24,40,16,12.4,18.0,0,18,18
2026-01-20 05:35:39,MED_LOW_b2069,MED_LOW_b2069_8,8,67,49,76,24,50,20,30,0,6,0.6364,480,631,151,9,60,18,17.2,11.0,13,24,11
2026-01-20 05:36:51,MED_LOW_b2069,MED_LOW_b2069_9,9,55,27,63,9,50,50,0,0,-15,0.7273,540,677,137,11,60,24,16.4,-6.0,9,24,15
2026-01-20 05:38:01,MED_LOW_b2069,MED_LOW_b2069_10,10,55,32,61,11,50,50,0,0,2,0.8182,600,723,123,5,60,9,15.6,-5.0,9,24,15
2026-01-20 05:39:01,MED_LOW_b2069,MED_LOW_b2069_11,11,34,29,53,5,50,50,0,55,-6,0.9091,660,824,164,5,80,11,13.4,-13.0,5,24,19
2026-01-20 05:40:06,MED_LOW_b2069,MED_LOW_b2069_12,12,31,36,48,5,50,50,0,106,0,1.0,720,976,256,5,40,5,10.8,-19.0,5,24,19
2026-01-20 05:41:14,HIGH_b2070,HIGH_b2070_1,1,100,80,100,80,50,50,0,0,0,0.0,60,46,0,93,80,80,80.0,0.0,80,80,0
2026-01-20 05:42:22,HIGH_b2070,HIGH_b2070_2,2,100,93,100,93,100,50,50,0,13,0.0909,120,139,19,92,60,80,86.5,0.0,80,93,13
2026-01-20 05:43:33,HIGH_b2070,HIGH_b2070_3,3,97,100,95,92,100,100,0,0,-1,0.1818,180,232,52,82,60,93,88.3,12.0,80,93,13
2026-01-20 05:45:00,HIGH_b2070,HIGH_b2070_4,4,93,100,88,82,100,100,0,0,-10,0.2727,240,325,85,69,60,92,86.8,2.0,80,93,13
2026-01-20 05:46:23,HIGH_b2070,HIGH_b2070_5,5,88,100,79,69,100,100,0,0,-13,0.3636,300,418,118,41,60,82,83.2,-11.0,69,93,24
2026-01-20 05:47:27,HIGH_b2070,HIGH_b2070_6,6,72,100,57,41,30,100,-70,0,-28,0.4545,360,446,86,68,60,69,75.4,-52.0,41,93,52
2026-01-20 05:48:54,HIGH_b2070,HIGH_b2070_7,7,87,100,78,68,30,30,0,0,27,0.5455,420,474,54,82,60,41,70.4,-24.0,41,92,51
2026-01-20 05:50:23,HIGH_b2070,HIGH_b2070_8,8,100,82,100,82,30,30,0,0,14,0.6364,480,502,22,66,80,68,68.4,0.0,41,82,41
2026-01-20 05:51:24,HIGH_b2070,HIGH_b2070_9,9,100,66,100,66,30,30,0,0,-16,0.7273,540,530,0,60,80,82,65.2,-3.0,41,82,41
2026-01-20 05:52:26,HIGH_b2070,HIGH_b2070_10,10,100,60,100,60,30,30,0,0,-6,0.8182,600,558,0,58,80,66,63.4,19.0,41,82,41
2026-01-20 05:53:38,HIGH_b2070,HIGH_b2070_11,11,100,58,100,58,30,30,0,0,-2,0.9091,660,586,0,58,80,60,66.8,-10.0,58,82,24
2026-01-20 05:55:03,HIGH_b2070,HIGH_b2070_12,12,100,58,100,58,30,30,0,0,0,1.0,720,614,0,58,80,58,64.8,-24.0,58,82,24
2026-01-20 05:56:14,MED_LOW_b2071,MED_LOW_b2071_1,1,42,78,35,12,80,80,0,0,0,0.0,60,75,15,11,40,12,12.0,0.0,12,12,0
2026-01-20 05:57:23,MED_LOW_b2071,MED_LOW_b2071_2,2,41,76,34,11,80,80,0,0,-1,0.2,120,150,30,10,60,12,11.5,0.0,11,12,1
2026-01-20 05:58:46,MED_LOW_b2071,MED_LOW_b2071_3,3,41,75,33,10,80,80,0,0,-1,0.4,180,225,45,10,80,11,11.0,-2.0,10,12,2
2026-01-20 05:59:56,MED_LOW_b2071,MED_LOW_b2071_4,4,41,74,33,10,80,80,0,0,0,0.6,240,300,60,9,60,10,10.8,-2.0,10,12,2
2026-01-20 06:01:26,MED_LOW_b2071,MED_LOW_b2071_5,5,40,72,32,9,80,80,0,0,-1,0.8,300,375,75,9,60,10,10.4,-3.0,9,12,3
2026-01-20 06:02:44,MED_LOW_b2071,MED_LOW_b2071_6,6,39,71,31,9,80,80,0,0,0,1.0,360,450,90,9,80,9,9.8,-2.0,9,11,2
2026-01-20 06:04:09,MED_HIGH_b2072,MED_HIGH_b2072_1,1,87,89,88,67,70,70,0,0,0,0.0,60,65,5,65,60,67,67.0,0.0,67,67,0
2026-01-20 06:05:30,MED_HIGH_b2072,MED_HIGH_b2072_2,2,86,87,87,65,40,70,-30,0,-2,0.2,120,102,0,58,60,67,66.0,0.0,65,67,2
2026-01-20 06:06:37,MED_HIGH_b2072,MED_HIGH_b2072_3,3,82,91,78,58,40,40,0,0,-7,0.4,180,139,0,61,40,65,63.3,-9.0,58,67,9
2026-01-20 06:07:55,MED_HIGH_b2072,MED_HIGH_b2072_4,4,92,67,99,61,40,40,0,0,3,0.6,240,176,0,54,60,58,62.8,-6.0,58,67,9
2026-01-20 06:09:01,MED_HIGH_b2072,MED_HIGH_b2072_5,5,93,58,100,54,40,40,0,0,-7,0.8,300,213,0,52,60,61,61.0,-13.0,54,67,13
2026-01-20 06:10:16,MED_HIGH_b2072,MED_HIGH_b2072_6,6,92,56,100,52,40,40,0,0,-2,1.0,360,250,0,52,60,54,58.0,-13.0,52,65,13
